Criptomoneda,Timestamp,Precio,Market Cap,Volumen de Transaccion
Tether,2018-05-06 00:00:00.000,0.992209450532535,2249478541.33882,1779218.96615693
Tether,2018-05-07 00:00:00.000,0.992488575962637,2180637157.67625,1160577.84993396
Tether,2018-05-08 00:00:00.000,0.998596365999486,2154112977.80957,2217845.1706808
Tether,2018-05-09 00:00:00.000,0.998929580983456,2104885290.40216,5989591.39368794
Tether,2018-05-10 00:00:00.000,1.00082219825431,2108873301.49885,3708335.90179306
Tether,2018-05-11 00:00:00.000,0.999401194662124,2105879046.83292,5860212.63521095
Tether,2018-05-12 00:00:00.000,1.00270972107636,2112850577.87455,1938198.4524014
Tether,2018-05-13 00:00:00.000,1.00608214798191,2220564971.04766,1288836.02542692
Tether,2018-05-14 00:00:00.000,1.0008624578925,2209044380.0149,588062.848321106
Tether,2018-05-15 00:00:00.000,1.00127218293593,2209948700.88077,1286034.59337911
Tether,2018-05-16 00:00:00.000,0.99865001136649,2204161198.98854,1586606.62661952
Tether,2018-05-17 00:00:00.000,1.00280150720254,2313604285.6077,1655577.0051954
Tether,2018-05-18 00:00:00.000,1.00145770271821,2310503939.43586,898460.749666024
Tether,2018-05-19 00:00:00.000,0.99855597463461,2503520439.06998,2215000.8190853
Tether,2018-05-20 00:00:00.000,1.00128958126615,2510373975.82533,1193605.50072896
Tether,2018-05-21 00:00:00.000,1.00104129805559,2509751494.8547,550156.77849409
Tether,2018-05-22 00:00:00.000,0.998449887370172,2503254463.35946,1839341.26963463
Tether,2018-05-23 00:00:00.000,0.997385583195394,2500586102.92436,1902722.41346305
Tether,2018-05-24 00:00:00.000,1.00066165521836,2508799676.80275,1424828.03422655
Tether,2018-05-25 00:00:00.000,1.00140084809478,2510652937.43265,1369472.45505998
Tether,2018-05-26 00:00:00.000,1.00289306424023,2514394133.43421,1045315.87794465
Tether,2018-05-27 00:00:00.000,0.999772769189518,2506571114.36084,1029998.95649667
Tether,2018-05-28 00:00:00.000,0.999668674852202,2506310135.19925,421562.761140992
Tether,2018-05-29 00:00:00.000,1.00418113323043,2517623503.77079,821200.164018129
Tether,2018-05-30 00:00:00.000,0.999167831122068,2505054449.442,1697346.33494994
Tether,2018-05-31 00:00:00.000,0.997879794235961,2501825159.5949,1890410.25661712
Tether,2018-06-01 00:00:00.000,1.00078452155142,2509107720.00102,814795.850041962
Tether,2018-06-02 00:00:00.000,1.00201796229935,2512200129.64182,635111.474440765
Tether,2018-06-03 00:00:00.000,0.999885324500186,2506853306.37405,2284488.2205711
Tether,2018-06-04 00:00:00.000,1.0013862163024,2510616253.46878,1421215.55896187
Tether,2018-06-05 00:00:00.000,1.00296271774358,2514568764.57528,1208516.72930879
Tether,2018-06-06 00:00:00.000,0.999351960493431,2505516087.704,1305878.451158
Tether,2018-06-07 00:00:00.000,0.998172894442172,2502560003.08448,2123260.69529791
Tether,2018-06-08 00:00:00.000,0.999269500127054,2505309347.95392,1642225.92127713
Tether,2018-06-09 00:00:00.000,1.00152522968169,2510964779.58568,434983.867417833
Tether,2018-06-10 00:00:00.000,1.00347581084611,2515854691.60734,291020.521598709
Tether,2018-06-11 00:00:00.000,1.00270094402519,2513911991.73784,1557517.20653704
Tether,2018-06-12 00:00:00.000,1.00163162686697,2511231063.5478,1523509.13526369
Tether,2018-06-13 00:00:00.000,1.0021617481734,2512560152.06342,1185021.67086477
Tether,2018-06-14 00:00:00.000,1.00138504235357,2510612841.56555,1476714.32879554
Tether,2018-06-15 00:00:00.000,1.0015814519805,2511105268.06558,2954359.88821444
Tether,2018-06-16 00:00:00.000,0.999852311762271,2606755302.03679,2763878.2689901
Tether,2018-06-17 00:00:00.000,1.00166605973837,2611483997.56275,547686.614638283
Tether,2018-06-18 00:00:00.000,1.00014642133453,2607522086.96877,780954.959706037
Tether,2018-06-19 00:00:00.000,1.00012494363956,2607466091.60366,1223582.34302892
Tether,2018-06-20 00:00:00.000,1.00082798603395,2609299021.79505,1283164.17301211
Tether,2018-06-21 00:00:00.000,0.998663733804112,2603656512.4877,1168874.42850487
Tether,2018-06-22 00:00:00.000,1.00019563915112,2607650404.72413,1173163.35177353
Tether,2018-06-23 00:00:00.000,1.00406376731727,2617735157.72961,1977950.06017191
Tether,2018-06-24 00:00:00.000,1.00523968637973,2620800943.76099,610017.28768687
Tether,2018-06-25 00:00:00.000,1.00255981145883,2613814133.73248,2063224.05985154
Tether,2018-06-26 00:00:00.000,1.00040246785508,2708229882.96846,1956735.03079237
Tether,2018-06-27 00:00:00.000,1.00150855460533,2711224215.03624,1358098.46845787
Tether,2018-06-28 00:00:00.000,1.00135771916574,2710815882.3321,1501570.45171434
Tether,2018-06-29 00:00:00.000,0.999485652713152,2705747935.70792,2535219.71978713
Tether,2018-06-30 00:00:00.000,1.00124918984254,2710522078.22256,1057830.98894023
Tether,2018-07-01 00:00:00.000,1.00075498724495,2709184202.43152,1521506.80060488
Tether,2018-07-02 00:00:00.000,0.998825215275785,2703960038.87521,478369.22049043
Tether,2018-07-03 00:00:00.000,1.00000106125851,2707143218.97572,1107073.3881646
Tether,2018-07-04 00:00:00.000,1.00053139911091,2708578917.97298,859616.079581323
Tether,2018-07-05 00:00:00.000,1.00466115353474,2719758742.79281,1084154.3513253
Tether,2018-07-06 00:00:00.000,1.00328589115723,2716035714.52431,611468.164290153
Tether,2018-07-07 00:00:00.000,1.00897963597098,2630551517.23233,999320.85903166
Tether,2018-07-08 00:00:00.000,1.01225346650321,2639086852.89888,645476.989868584
Tether,2018-07-09 00:00:00.000,1.00403347971483,2617656193.69931,355686.523932242
Tether,2018-07-10 00:00:00.000,1.00568351065686,2621958055.94042,727640.131207099
Tether,2018-07-11 00:00:00.000,1.00880410697708,2630093888.51045,942674.717834401
Tether,2018-07-12 00:00:00.000,1.09066243985055,2843510050.80116,1061248.12537916
Tether,2018-07-13 00:00:00.000,1.01052321876008,2735628176.07519,1319818.69615978
Tether,2018-07-14 00:00:00.000,1.06214335596498,2875371132.16864,1265176.37698532
Tether,2018-07-15 00:00:00.000,1.13508011831408,3072821184.2305,2129116.5183943
Tether,2018-07-16 00:00:00.000,1.13496187755538,3072501089.90208,1696894.76587616
Tether,2018-07-17 00:00:00.000,1.18295788209556,3202433010.2396,4463640.89136437
Tether,2018-07-18 00:00:00.000,1.13981355802961,3085635269.85977,2677167.48032362
Tether,2018-07-19 00:00:00.000,1.06906351792253,2894104981.80478,4619439.17982483
Tether,2018-07-20 00:00:00.000,1.12885881310847,3055979237.90361,2081505.29120788
Tether,2018-07-21 00:00:00.000,1.09294927575021,2904119616.72738,1666775.46244102
Tether,2018-07-22 00:00:00.000,1.22017086513751,3242165234.7706,769647.979178062
Tether,2018-07-23 00:00:00.000,1.25736208357126,3340987521.78781,3075073.75081743
Tether,2018-07-24 00:00:00.000,1.32309530580562,3449495153.36904,2636452.9805307
Tether,2018-07-25 00:00:00.000,0.996641881530378,2498721071.69816,1889737.85032894
Tether,2018-07-26 00:00:00.000,0.996311690040155,2497893235.29112,1619302.33120148
Tether,2018-07-27 00:00:00.000,0.998730685635511,2503957996.74503,1526530.45430696
Tether,2018-07-28 00:00:00.000,0.999003322921888,2504641536.68553,1691461.23635451
Tether,2018-07-29 00:00:00.000,0.998993561531435,2504617063.5097,316289.216416532
Tether,2018-07-30 00:00:00.000,0.996998074565469,2499614097.6274,3165230.40500472
Tether,2018-07-31 00:00:00.000,0.997153594744379,2500004008.54257,951179.144670548
Tether,2018-08-01 00:00:00.000,0.996511571975064,2453551346.61569,1615377.07402679
Tether,2018-08-02 00:00:00.000,1.00004445301461,2397246906.11482,913516.891030273
Tether,2018-08-03 00:00:00.000,0.997896666495839,2412056293.726,828668.260815934
Tether,2018-08-04 00:00:00.000,0.999070269427977,2434874462.11201,1766019.60535498
Tether,2018-08-05 00:00:00.000,0.996133511291554,2427717170.37129,629228.919084188
Tether,2018-08-06 00:00:00.000,0.950716486127369,2317029505.94836,30574447.638455
Tether,2018-08-07 00:00:00.000,1.07895981489918,2629576496.60348,121108672.712861
Tether,2018-08-08 00:00:00.000,0.981323455650135,2391622986.24109,81164838.1253856
Tether,2018-08-09 00:00:00.000,1.11221087425476,2677247668.67856,140679136.519731
Tether,2018-08-10 00:00:00.000,0.997927803283411,2433038152.17162,2574369.38340491
Tether,2018-08-11 00:00:00.000,0.982747288988102,2396026686.68429,5585816.6091501
Tether,2018-08-12 00:00:00.000,0.987518209633631,2407658622.29462,2090185.70057176
Tether,2018-08-13 00:00:00.000,0.974256934756408,2375326435.92146,2590987.68800222
Tether,2018-08-14 00:00:00.000,0.989020595440773,2411321574.64051,5478123.34036991
Tether,2018-08-15 00:00:00.000,1.00378698710183,2447323371.72748,98531640.6738494
Tether,2018-08-16 00:00:00.000,1.00007593777225,2434993162.27591,109675394.852324
Tether,2018-08-17 00:00:00.000,0.986832644313799,2405947943.30275,104232705.560282
Tether,2018-08-18 00:00:00.000,0.998589086387613,2433497751.64338,69267509.0628395
Tether,2018-08-19 00:00:00.000,1.00005195782973,2439015130.28301,92002426.0035677
Tether,2018-08-20 00:00:00.000,1.00036049725725,2438871838.53174,67654795.7077944
Tether,2018-08-21 00:00:00.000,1.00178506141806,2725078677.25752,63726024.1949493
Tether,2018-08-22 00:00:00.000,1.00228451168192,2728553308.79522,61453618.3558549
Tether,2018-08-23 00:00:00.000,0.999942896932855,2716639197.09341,94456844.9054501
Tether,2018-08-24 00:00:00.000,1.00323445216023,2731483650.83002,39667161.3600317
Tether,2018-08-25 00:00:00.000,1.00205867004629,2727971118.95037,45923369.0362484
Tether,2018-08-26 00:00:00.000,1.00095279005655,2722535740.34688,31057541.5081551
Tether,2018-08-27 00:00:00.000,0.99818995756372,2723771032.11562,32137787.4849209
Tether,2018-08-28 00:00:00.000,1.00497709108227,2732665666.39083,69855020.1732918
Tether,2018-08-29 00:00:00.000,1.00441813680491,2715010128.81336,106117405.919635
Tether,2018-08-30 00:00:00.000,1.0032587369935,2728039077.1537,120273727.763686
Tether,2018-08-31 00:00:00.000,0.999784321553794,2721520394.73957,114431190.879474
Tether,2018-09-01 00:00:00.000,1.00109788836196,2816280697.76392,99498842.6287746
Tether,2018-09-02 00:00:00.000,1.00082543552562,2815472562.52246,112457670.281232
Tether,2018-09-03 00:00:00.000,1.00014951282931,2813189896.09304,128944425.944965
Tether,2018-09-04 00:00:00.000,0.997555937657755,2809398139.49908,83707328.6852157
Tether,2018-09-05 00:00:00.000,0.998959522651822,2810162813.89395,92325772.094429
Tether,2018-09-06 00:00:00.000,0.99272987643266,2794774719.11672,159199540.901246
Tether,2018-09-07 00:00:00.000,0.99971956288516,2811537527.32266,171456014.998744
Tether,2018-09-08 00:00:00.000,0.999818359721254,2812652630.85008,131660254.750075
Tether,2018-09-09 00:00:00.000,0.999460306315934,2811569543.76535,109505173.308609
Tether,2018-09-10 00:00:00.000,1.00192267716002,2821504022.42089,139319186.617584
Tether,2018-09-11 00:00:00.000,0.998751250669978,2811552368.64435,145188131.898284
Tether,2018-09-12 00:00:00.000,0.999673178480531,2812137479.26031,149542385.366733
Tether,2018-09-13 00:00:00.000,0.999401679860067,2811471886.82407,144294630.320861
Tether,2018-09-14 00:00:00.000,0.999347670111231,2787130230.25177,147259662.452845
Tether,2018-09-15 00:00:00.000,0.999970908921365,2786121046.51528,153457980.901826
Tether,2018-09-16 00:00:00.000,1.00040761846797,2789163924.12104,112082132.889777
Tether,2018-09-17 00:00:00.000,1.00133834994672,2791102224.44723,111924746.999985
Tether,2018-09-18 00:00:00.000,1.00010407807661,2784048694.94376,140550021.128776
Tether,2018-09-19 00:00:00.000,0.999280132633578,2785192872.40873,140334543.063125
Tether,2018-09-20 00:00:00.000,1.0005638252523,2788943336.19773,113785163.671305
Tether,2018-09-21 00:00:00.000,1.00152927052508,2791634391.07301,118225584.034956
Tether,2018-09-22 00:00:00.000,1.00020236301063,2787935806.55818,211815031.340557
Tether,2018-09-23 00:00:00.000,1.00415338952412,2798948786.22808,130336623.544957
Tether,2018-09-24 00:00:00.000,0.99918605119278,2785206696.53112,113281738.941488
Tether,2018-09-25 00:00:00.000,1.00054187648121,2788848806.77946,135417232.448933
Tether,2018-09-26 00:00:00.000,0.999185619620045,2784475866.77866,165929123.018984
Tether,2018-09-27 00:00:00.000,1.00035919675318,2788802967.69347,135936950.473788
Tether,2018-09-28 00:00:00.000,1.00112728054011,2793938156.74833,151695982.402511
Tether,2018-09-29 00:00:00.000,0.999636790419662,2786516141.77256,146279560.223646
Tether,2018-09-30 00:00:00.000,1.00025928776317,2786984879.57278,151431879.312963
Tether,2018-10-01 00:00:00.000,0.999919351368124,2787146947.90219,139339764.068599
Tether,2018-10-02 00:00:00.000,0.999014141978463,2784012202.20502,147267340.541631
Tether,2018-10-03 00:00:00.000,0.997753517716017,2780675054.05871,108791430.629341
Tether,2018-10-04 00:00:00.000,0.999413926460301,2783984271.38317,117307796.73897
Tether,2018-10-05 00:00:00.000,1.00000795561244,2787393920.86934,109163118.510437
Tether,2018-10-06 00:00:00.000,0.998736043739902,2783163158.37637,82904990.5554375
Tether,2018-10-07 00:00:00.000,1.00026618899695,2788311598.54731,84072638.4493507
Tether,2018-10-08 00:00:00.000,0.999782372822201,2786255878.60232,65173094.8291028
Tether,2018-10-09 00:00:00.000,0.99934503160551,2786297377.82103,70625466.2823171
Tether,2018-10-10 00:00:00.000,0.997484237181354,2781073505.62731,64067243.085002
Tether,2018-10-11 00:00:00.000,0.995281564955,2773726364.82801,62179023.2049408
Tether,2018-10-12 00:00:00.000,0.99860569312114,2783485294.02114,176485624.457369
Tether,2018-10-13 00:00:00.000,0.998112727917097,2782596917.93565,103905900.461547
Tether,2018-10-14 00:00:00.000,0.997730287376147,2780610026.53178,60636644.174209
Tether,2018-10-15 00:00:00.000,0.996022756862555,2780058251.41184,50247059.9240408
Tether,2018-10-16 00:00:00.000,0.985557288757577,2741743088.78625,246203417.969663
Tether,2018-10-17 00:00:00.000,0.982514018903814,2738404240.14701,108158181.775387
Tether,2018-10-18 00:00:00.000,0.988698822999233,2755618646.12243,88978845.5699397
Tether,2018-10-19 00:00:00.000,0.987648614382924,2754104126.35849,72237743.4907559
Tether,2018-10-20 00:00:00.000,0.994665018962265,2771835186.29409,91279264.7016434
Tether,2018-10-21 00:00:00.000,0.993341342503929,2769255515.86312,53175762.9203753
Tether,2018-10-22 00:00:00.000,0.992972461992289,2767264866.74905,42000080.9361255
Tether,2018-10-23 00:00:00.000,0.994066217149283,2770816158.13531,85638828.4608664
Tether,2018-10-24 00:00:00.000,0.990453711683598,2087254167.34647,76219991.7018073
Tether,2018-10-25 00:00:00.000,0.991683906463722,2039936496.96492,87281638.9610561
Tether,2018-10-26 00:00:00.000,0.991389686453496,2040926052.53043,63012137.7636887
Tether,2018-10-27 00:00:00.000,0.992397675125589,2041779778.35493,85023001.6060574
Tether,2018-10-28 00:00:00.000,0.994038792255827,2045854211.53002,52224601.4187795
Tether,2018-10-29 00:00:00.000,0.996633238618699,2050417736.83586,66459633.9220012
Tether,2018-10-30 00:00:00.000,0.994210288409805,2045435957.11066,74861264.5079908
Tether,2018-10-31 00:00:00.000,0.998303340492961,2054102037.62318,70119495.4308776
Tether,2018-11-01 00:00:00.000,0.998641134412349,2054728480.87589,63741585.1153151
Tether,2018-11-02 00:00:00.000,0.997378423329682,2055110924.48119,70780437.0792841
Tether,2018-11-03 00:00:00.000,0.998522230804356,2054366245.8749,39349133.6777481
Tether,2018-11-04 00:00:00.000,1.00045643322782,2058355653.34065,51519514.3805714
Tether,2018-11-05 00:00:00.000,0.97554155391517,2006976009.26306,66787759.0481583
Tether,2018-11-06 00:00:00.000,0.994108795492159,2045255261.18834,48925897.5293638
Tether,2018-11-07 00:00:00.000,0.995305242514613,2047204953.67333,61192287.5267396
Tether,2018-11-08 00:00:00.000,0.998705400955999,2051069806.46674,71896266.0819624
Tether,2018-11-09 00:00:00.000,0.99918036513632,2056799409.23319,59362584.3887509
Tether,2018-11-10 00:00:00.000,0.998278275103679,2052590304.41689,56743017.3596664
Tether,2018-11-11 00:00:00.000,0.998941589379382,2049517476.89112,34412495.8347934
Tether,2018-11-12 00:00:00.000,0.99616012949898,2052518489.27812,42381038.4200155
Tether,2018-11-13 00:00:00.000,0.992501040868357,2043198069.92385,42732465.8653578
Tether,2018-11-14 00:00:00.000,0.989900983974889,2036466263.78816,68534471.2040846
Tether,2018-11-15 00:00:00.000,0.982372533884317,2018746895.14553,103210110.6471
Tether,2018-11-16 00:00:00.000,0.98895001227115,2035600553.2074,114761798.696003
Tether,2018-11-17 00:00:00.000,0.992325521040058,2038204379.61224,51790107.2016243
Tether,2018-11-18 00:00:00.000,0.992526646844681,2042210995.60713,40965729.9056272
Tether,2018-11-19 00:00:00.000,0.99516514815155,2047424658.03274,38180508.0505257
Tether,2018-11-20 00:00:00.000,0.9872666872509,2024353860.69581,101413121.378038
Tether,2018-11-21 00:00:00.000,0.982057654805251,2018791812.72812,137399678.590253
Tether,2018-11-22 00:00:00.000,0.991084258930082,2038363321.91044,86199284.8945102
Tether,2018-11-23 00:00:00.000,0.986874725735422,2038890910.93045,60328754.9076221
Tether,2018-11-24 00:00:00.000,0.993092394735183,2043144655.88287,93265358.8728871
Tether,2018-11-25 00:00:00.000,0.984677213564742,2025847077.74393,77977736.4537048
Tether,2018-11-26 00:00:00.000,0.991247484253467,2039979023.75994,156596336.803532
Tether,2018-11-27 00:00:00.000,0.98934359555312,2033889118.4484,108959964.487633
Tether,2018-11-28 00:00:00.000,0.989460177006871,2035739632.90077,67512914.7423154
Tether,2018-11-29 00:00:00.000,0.995538530909202,2047193813.41743,118364345.793708
Tether,2018-11-30 00:00:00.000,0.998437160002441,2055234816.62005,66594394.9641662
Tether,2018-12-01 00:00:00.000,0.995025205679366,2047049156.25721,67160998.0715407
Tether,2018-12-02 00:00:00.000,0.996166626558933,2050841698.16848,55586732.7246781
Tether,2018-12-03 00:00:00.000,0.993234116367476,2041915651.17815,59864263.9352626
Tether,2018-12-04 00:00:00.000,0.997650791184816,2052538549.77908,74868433.535674
Tether,2018-12-05 00:00:00.000,0.997493363829075,2052214663.18539,68013063.9195585
Tether,2018-12-06 00:00:00.000,0.990204527812429,2037218817.90629,76903862.0064462
Tether,2018-12-07 00:00:00.000,0.98446467030111,2037768259.543,98986730.8589714
Tether,2018-12-08 00:00:00.000,1.00193565975309,2060263851.6044,122179571.804689
Tether,2018-12-09 00:00:00.000,1.00078265010272,2052773624.41927,85964641.5742326
Tether,2018-12-10 00:00:00.000,0.989259841912873,2034843481.23065,95271331.7151036
Tether,2018-12-11 00:00:00.000,0.998786855289617,2056095153.7686,52934504.7320346
Tether,2018-12-12 00:00:00.000,0.99928558092784,2055901920.00641,74853904.4319527
Tether,2018-12-13 00:00:00.000,0.998623060598267,2053482907.06927,54668847.7234996
Tether,2018-12-14 00:00:00.000,0.996306373837746,2049127392.6772,108842157.551714
Tether,2018-12-15 00:00:00.000,1.00365129124518,2065658182.36976,81153515.5481061
Tether,2018-12-16 00:00:00.000,0.999419702112058,2055986706.44541,81486365.604605
Tether,2018-12-17 00:00:00.000,0.99239844136388,2042314619.38759,71026005.94915
Tether,2018-12-18 00:00:00.000,1.01014157811752,2078166973.46643,140595884.407341
Tether,2018-12-19 00:00:00.000,1.01548602979745,2097996364.45401,136669058.149279
Tether,2018-12-20 00:00:00.000,1.00449684382836,2067237405.97534,202407397.000759
Tether,2018-12-21 00:00:00.000,1.00399413515605,2062580881.04246,226040033.625337
Tether,2018-12-22 00:00:00.000,0.99884633915028,2056026306.97642,140505880.893932
Tether,2018-12-23 00:00:00.000,1.01565097516204,2086824772.34743,115486015.557714
Tether,2018-12-24 00:00:00.000,1.00509078932908,2068167684.43679,140123626.090738
Tether,2018-12-25 00:00:00.000,1.00582059785326,2066946008.89964,193825368.07584
Tether,2018-12-26 00:00:00.000,1.00316009574152,2060284718.27923,149017586.890059
Tether,2018-12-27 00:00:00.000,1.00418882959164,2067085802.46082,139102756.809419
Tether,2018-12-28 00:00:00.000,0.996071275872214,2056263837.53658,119495547.698581
Tether,2018-12-29 00:00:00.000,1.00354515836603,2064938691.10376,134285162.422619
Tether,2018-12-30 00:00:00.000,0.994003572462125,2048421031.68951,73987954.8403291
Tether,2018-12-31 00:00:00.000,1.00606204069202,2071214917.06167,88135480.1761701
Tether,2019-01-01 00:00:00.000,1.0040016343064,2064549306.77855,107660509.902192
Tether,2019-01-02 00:00:00.000,1.01196726577099,2081768947.54799,72615363.1471893
Tether,2019-01-03 00:00:00.000,1.01164619654089,2081332301.32716,130083895.240624
Tether,2019-01-04 00:00:00.000,1.00246126521021,2062404854.70851,143883043.496608
Tether,2019-01-05 00:00:00.000,1.00941730332948,2076194416.47445,150530254.661138
Tether,2019-01-06 00:00:00.000,1.00584721214761,2068439244.97954,87968028.4969085
Tether,2019-01-07 00:00:00.000,1.00955907064398,2076417540.29359,97781764.7735943
Tether,2019-01-08 00:00:00.000,1.00697478227065,2070618243.21858,118440968.167187
Tether,2019-01-09 00:00:00.000,1.00498243480124,2066962684.52257,269118779.07569
Tether,2019-01-10 00:00:00.000,1.00463332388213,2068319295.31679,219557549.311541
Tether,2019-01-11 00:00:00.000,1.00575729097073,2076503785.00544,134597350.967541
Tether,2019-01-12 00:00:00.000,1.0108894744056,2074761286.11387,93701284.5899271
Tether,2019-01-13 00:00:00.000,1.00379906209711,2065187828.63846,155025516.198087
Tether,2019-01-14 00:00:00.000,1.00537348599662,2068137631.37113,179047658.071795
Tether,2019-01-15 00:00:00.000,1.00503871758275,2068116971.67238,252385427.722286
Tether,2019-01-16 00:00:00.000,1.00371377848202,2063760229.04132,206378942.275038
Tether,2019-01-17 00:00:00.000,1.00232409290231,2065124095.78323,226042798.631739
Tether,2019-01-18 00:00:00.000,1.00223123775404,2062694616.67908,207892558.415489
Tether,2019-01-19 00:00:00.000,1.0015629544065,2060491672.53681,106136444.439842
Tether,2019-01-20 00:00:00.000,1.00274135501394,2063763958.67564,150509582.940288
Tether,2019-01-21 00:00:00.000,1.00107346688044,2058659681.75677,118098239.308739
Tether,2019-01-22 00:00:00.000,1.00172006192859,2061371005.45951,200081105.298492
Tether,2019-01-23 00:00:00.000,1.00124312471579,2059929315.28655,206265684.655942
Tether,2019-01-24 00:00:00.000,1.0006073274222,2059407517.46102,186480027.644047
Tether,2019-01-25 00:00:00.000,0.999849053113903,2057061191.76145,143197419.695724
Tether,2019-01-26 00:00:00.000,0.99991316766224,2056945928.0523,190994409.870817
Tether,2019-01-27 00:00:00.000,0.999601040002301,2056611610.57016,108040406.370924
Tether,2019-01-28 00:00:00.000,1.00184752614784,2060102767.31962,174594972.066892
Tether,2019-01-29 00:00:00.000,0.999777909656368,2056914823.22204,249850968.27269
Tether,2019-01-30 00:00:00.000,0.999865292440857,2058162282.31023,5341854462.36613
Tether,2019-01-31 00:00:00.000,0.999394308492477,2056125613.02586,5168135840.35783
Tether,2019-02-01 00:00:00.000,0.9998446105846,2057052051.82719,4354176577.40144
Tether,2019-02-02 00:00:00.000,0.998699400435479,2054695928.82359,4420403451.63221
Tether,2019-02-03 00:00:00.000,0.998455279817524,2054232207.88055,3886477386.69995
Tether,2019-02-04 00:00:00.000,0.999682408578451,2057661846.29494,4407766633.15062
Tether,2019-02-05 00:00:00.000,0.999539340274908,2056423997.31725,4488479389.99623
Tether,2019-02-06 00:00:00.000,1.00030594176296,2059174017.43971,4228745899.65766
Tether,2019-02-07 00:00:00.000,0.999704174348962,2056763122.28393,4936172435.75163
Tether,2019-02-08 00:00:00.000,0.999281449952631,2055893421.05473,4244411127.24763
Tether,2019-02-09 00:00:00.000,1.00284161837907,2063218010.98492,7197323498.09808
Tether,2019-02-10 00:00:00.000,1.00098303800451,2059394220.23534,5846811560.32773
Tether,2019-02-11 00:00:00.000,1.0033103633962,2060813517.29579,6228624684.15122
Tether,2019-02-12 00:00:00.000,0.999982089919473,2057334897.92636,6262338054.18552
Tether,2019-02-13 00:00:00.000,1.00042223615743,2058607949.14093,6242431195.26863
Tether,2019-02-14 00:00:00.000,1.00061148804644,2058629803.84953,6297792313.27371
Tether,2019-02-15 00:00:00.000,1.00013280343867,2057944821.22228,14124091045.8326
Tether,2019-02-16 00:00:00.000,0.999667756295423,2056688196.80954,6183126579.66342
Tether,2019-02-17 00:00:00.000,1.00006089666632,2057497032.70068,5512192279.41893
Tether,2019-02-18 00:00:00.000,0.99829183647338,2055359684.45663,6782940673.46165
Tether,2019-02-19 00:00:00.000,0.998388592890338,2054056482.16189,10918429445.6791
Tether,2019-02-20 00:00:00.000,0.999756574215979,2056870928.2898,10035501481.4527
Tether,2019-02-21 00:00:00.000,1.00069643418957,2058804569.64429,9605435044.26348
Tether,2019-02-22 00:00:00.000,1.00030543752991,2058000144.1641,8099360623.17474
Tether,2019-02-23 00:00:00.000,1.00181306930417,2061101903.17926,7902879997.96088
Tether,2019-02-24 00:00:00.000,1.00010094595708,2057579428.97994,10339563969.1423
Tether,2019-02-25 00:00:00.000,0.998572082220678,2057172293.48196,14624851607.2358
Tether,2019-02-26 00:00:00.000,0.997661516195682,2052560615.11341,11504557760.2922
Tether,2019-02-27 00:00:00.000,0.999761083473693,2056445494.27326,8914035529.01953
Tether,2019-02-28 00:00:00.000,1.00011271774822,2062398601.70207,8924064620.95902
Tether,2019-03-01 00:00:00.000,0.999986014780987,2057342972.82555,9743115331.24507
Tether,2019-03-02 00:00:00.000,0.997282326294691,2050563202.39956,6759380986.71431
Tether,2019-03-03 00:00:00.000,0.999040319362565,2055397325.79172,8365461242.38401
Tether,2019-03-04 00:00:00.000,1.00027476759138,2057521963.05991,8474501004.08824
Tether,2019-03-05 00:00:00.000,0.99995706184975,2057283405.88287,10787108438.9925
Tether,2019-03-06 00:00:00.000,1.00092446905047,2059273722.12413,13365370137.6981
Tether,2019-03-07 00:00:00.000,1.00026926524448,2056017071.0924,12502605485.0487
Tether,2019-03-08 00:00:00.000,0.999680157762393,2056603393.58526,12179133136.7473
Tether,2019-03-09 00:00:00.000,0.999939497684012,2057756560.46821,10999185676.6057
Tether,2019-03-10 00:00:00.000,1.00112849843967,2059613267.79379,12269315044.342
Tether,2019-03-11 00:00:00.000,1.00075669996903,2058018510.27024,12185100674.7569
Tether,2019-03-12 00:00:00.000,0.998213720415282,2056158426.28259,11989339438.8138
Tether,2019-03-13 00:00:00.000,1.00042787004525,2057370374.54386,13208727728.0342
Tether,2019-03-14 00:00:00.000,0.998791745015023,2054158370.52969,11604601130.4286
Tether,2019-03-15 00:00:00.000,1.00036976244797,2058070673.88317,11545578289.8808
Tether,2019-03-16 00:00:00.000,1.00058929717377,2058090474.35053,12652142426.3273
Tether,2019-03-17 00:00:00.000,1.0004377548062,2057611140.58359,17498529744.0322
Tether,2019-03-18 00:00:00.000,0.999075218836912,2055749663.49651,10378455428.3201
Tether,2019-03-19 00:00:00.000,1.00058998526618,2059594111.00058,17710835502.7015
Tether,2019-03-20 00:00:00.000,0.999883636937626,2056857601.51889,14589176966.0092
Tether,2019-03-21 00:00:00.000,1.00037392649983,2058141051.43569,15760141451.6595
Tether,2019-03-22 00:00:00.000,0.999689297492239,2056927157.99011,15967032912.0425
Tether,2019-03-23 00:00:00.000,0.999268906860946,2055874929.12348,13187400839.1602
Tether,2019-03-24 00:00:00.000,1.00044977308563,2058923029.9163,14611584521.8028
Tether,2019-03-25 00:00:00.000,0.999750251535048,2058377846.47999,14780996541.6194
Tether,2019-03-26 00:00:00.000,0.996747761145722,2051277713.93621,15536057979.3541
Tether,2019-03-27 00:00:00.000,1.0010018276723,2059497756.09232,17794481845.8539
Tether,2019-03-28 00:00:00.000,0.99844128216284,2055233665.86898,25790839030.6972
